product_id,location_id,period,units_sold,stock_on_hand,revenue
P007,LOC_EDINBURGH,2025-03-09,17,78,2295.0
P007,LOC_EDINBURGH,2025-03-16,20,63,2700.0
P007,LOC_EDINBURGH,2025-03-23,20,58,2700.0
P007,LOC_EDINBURGH,2025-03-30,17,29,2295.0
P007,LOC_BRISTOL,2025-01-05,25,56,3375.0
P007,LOC_BRISTOL,2025-01-12,27,54,3645.0
P007,LOC_BRISTOL,2025-01-19,30,119,4050.0
P007,LOC_BRISTOL,2025-01-26,26,102,3510.0
P007,LOC_BRISTOL,2025-02-02,12,57,1620.0
P007,LOC_BRISTOL,2025-02-09,14,58,1890.0
P007,LOC_BRISTOL,2025-02-16,11,16,1485.0
P007,LOC_BRISTOL,2025-02-23,4,17,540.0
P007,LOC_BRISTOL,2025-03-02,24,77,3240.0
P007,LOC_BRISTOL,2025-03-09,12,50,1620.0
P007,LOC_BRISTOL,2025-03-16,11,62,1485.0
P007,LOC_BRISTOL,2025-03-23,22,120,2970.0
P007,LOC_BRISTOL,2025-03-30,22,61,2970.0
P008,LOC_MANCHESTER,2025-01-05,65,325,5525.0
P008,LOC_MANCHESTER,2025-01-12,74,169,6290.0
P008,LOC_MANCHESTER,2025-01-19,37,214,3145.0
P008,LOC_MANCHESTER,2025-01-26,81,396,6885.0
P008,LOC_MANCHESTER,2025-02-02,79,243,6715.0
P008,LOC_MANCHESTER,2025-02-09,78,516,6630.0
P008,LOC_MANCHESTER,2025-02-16,73,257,6205.0
P008,LOC_MANCHESTER,2025-02-23,85,335,7225.0
P008,LOC_MANCHESTER,2025-03-02,137,477,11645.0
P008,LOC_MANCHESTER,2025-03-09,30,107,2550.0
P008,LOC_MANCHESTER,2025-03-16,46,92,3910.0
P008,LOC_MANCHESTER,2025-03-23,90,90,7650.0
P008,LOC_MANCHESTER,2025-03-30,92,422,7820.0
P008,LOC_LONDON_OXFORD,2025-01-05,76,422,6460.0
P008,LOC_LONDON_OXFORD,2025-01-12,147,483,12495.0
P008,LOC_LONDON_OXFORD,2025-01-19,95,408,8075.0
P008,LOC_LONDON_OXFORD,2025-01-26,146,764,12410.0
P008,LOC_LONDON_OXFORD,2025-02-02,159,845,13515.0
P008,LOC_LONDON_OXFORD,2025-02-09,82,520,6970.0
P008,LOC_LONDON_OXFORD,2025-02-16,76,221,6460.0
P008,LOC_LONDON_OXFORD,2025-02-23,52,167,4420.0
P008,LOC_LONDON_OXFORD,2025-03-02,85,236,7225.0
P008,LOC_LONDON_OXFORD,2025-03-09,89,423,7565.0
P008,LOC_LONDON_OXFORD,2025-03-16,104,493,8840.0
P008,LOC_LONDON_OXFORD,2025-03-23,99,412,8415.0
P008,LOC_LONDON_OXFORD,2025-03-30,175,846,14875.0
P008,LOC_BIRMINGHAM,2025-01-05,129,529,10965.0
P008,LOC_BIRMINGHAM,2025-01-12,169,1239,14365.0
P008,LOC_BIRMINGHAM,2025-01-19,190,1066,16150.0
P008,LOC_BIRMINGHAM,2025-01-26,193,661,16405.0
P008,LOC_BIRMINGHAM,2025-02-02,189,655,16065.0
P008,LOC_BIRMINGHAM,2025-02-09,200,896,17000.0
P008,LOC_BIRMINGHAM,2025-02-16,170,594,14450.0
P008,LOC_BIRMINGHAM,2025-02-23,109,316,9265.0
P008,LOC_BIRMINGHAM,2025-03-02,68,369,5780.0
P008,LOC_BIRMINGHAM,2025-03-09,94,366,7990.0
P008,LOC_BIRMINGHAM,2025-03-16,147,348,12495.0
P008,LOC_BIRMINGHAM,2025-03-23,259,1165,22015.0
P008,LOC_BIRMINGHAM,2025-03-30,205,589,17425.0
P008,LOC_EDINBURGH,2025-01-05,4,26,340.0
P008,LOC_EDINBURGH,2025-01-12,11,67,935.0
P008,LOC_EDINBURGH,2025-01-19,3,7,255.0
P008,LOC_EDINBURGH,2025-01-26,6,12,510.0
P008,LOC_EDINBURGH,2025-02-02,6,27,510.0
P008,LOC_EDINBURGH,2025-02-09,8,39,680.0
P008,LOC_EDINBURGH,2025-02-16,4,32,340.0
P008,LOC_EDINBURGH,2025-02-23,6,12,510.0
P008,LOC_EDINBURGH,2025-03-02,12,45,1020.0
P008,LOC_EDINBURGH,2025-03-09,12,58,1020.0
P008,LOC_EDINBURGH,2025-03-16,6,13,510.0
P008,LOC_EDINBURGH,2025-03-23,8,8,680.0
P008,LOC_EDINBURGH,2025-03-30,7,25,595.0
P008,LOC_BRISTOL,2025-01-05,103,384,8755.0
P008,LOC_BRISTOL,2025-01-12,143,806,12155.0
P008,LOC_BRISTOL,2025-01-19,128,596,10880.0
P008,LOC_BRISTOL,2025-01-26,70,364,5950.0
P008,LOC_BRISTOL,2025-02-02,279,1863,23715.0
P008,LOC_BRISTOL,2025-02-09,151,606,12835.0
P008,LOC_BRISTOL,2025-02-16,119,207,10115.0
P008,LOC_BRISTOL,2025-02-23,129,532,10965.0
P008,LOC_BRISTOL,2025-03-02,138,600,11730.0
P008,LOC_BRISTOL,2025-03-09,171,1249,14535.0
P008,LOC_BRISTOL,2025-03-16,182,431,15470.0
P008,LOC_BRISTOL,2025-03-23,166,432,14110.0
P008,LOC_BRISTOL,2025-03-30,83,320,7055.0
P009,LOC_MANCHESTER,2025-01-05,16,95,1584.0
P009,LOC_MANCHESTER,2025-01-12,19,104,1881.0
P009,LOC_MANCHESTER,2025-01-19,17,24,1683.0
P009,LOC_MANCHESTER,2025-01-26,13,77,1287.0
P009,LOC_MANCHESTER,2025-02-02,36,181,3564.0
P009,LOC_MANCHESTER,2025-02-09,31,66,3069.0
P009,LOC_MANCHESTER,2025-02-16,27,154,2673.0
P009,LOC_MANCHESTER,2025-02-23,14,37,1386.0
P009,LOC_MANCHESTER,2025-03-02,21,99,2079.0
P009,LOC_MANCHESTER,2025-03-09,23,84,2277.0
P009,LOC_MANCHESTER,2025-03-16,22,102,2178.0
P009,LOC_MANCHESTER,2025-03-23,16,87,1584.0
P009,LOC_MANCHESTER,2025-03-30,4,5,396.0
P009,LOC_LONDON_OXFORD,2025-01-05,15,15,1485.0
P009,LOC_LONDON_OXFORD,2025-01-12,28,160,2772.0
P009,LOC_LONDON_OXFORD,2025-01-19,18,82,1782.0
P009,LOC_LONDON_OXFORD,2025-01-26,57,312,5643.0
P009,LOC_LONDON_OXFORD,2025-02-02,16,93,1584.0
P009,LOC_LONDON_OXFORD,2025-02-09,29,169,2871.0
P009,LOC_LONDON_OXFORD,2025-02-16,24,67,2376.0
P009,LOC_LONDON_OXFORD,2025-02-23,14,44,1386.0
P009,LOC_LONDON_OXFORD,2025-03-02,10,32,990.0
P009,LOC_LONDON_OXFORD,2025-03-09,21,148,2079.0
P009,LOC_LONDON_OXFORD,2025-03-16,35,154,3465.0
P009,LOC_LONDON_OXFORD,2025-03-23,37,226,3663.0
P009,LOC_LONDON_OXFORD,2025-03-30,41,187,4059.0
P009,LOC_BIRMINGHAM,2025-01-05,34,254,3366.0
P009,LOC_BIRMINGHAM,2025-01-12,45,267,4455.0
P009,LOC_BIRMINGHAM,2025-01-19,32,32,3168.0
P009,LOC_BIRMINGHAM,2025-01-26,11,71,1089.0
P009,LOC_BIRMINGHAM,2025-02-02,32,82,3168.0
P009,LOC_BIRMINGHAM,2025-02-09,31,122,3069.0
P009,LOC_BIRMINGHAM,2025-02-16,22,184,2178.0
P009,LOC_BIRMINGHAM,2025-02-23,28,149,2772.0
P009,LOC_BIRMINGHAM,2025-03-02,42,42,4158.0
P009,LOC_BIRMINGHAM,2025-03-09,25,61,2475.0
P009,LOC_BIRMINGHAM,2025-03-16,25,159,2475.0
P009,LOC_BIRMINGHAM,2025-03-23,49,242,4851.0
P009,LOC_BIRMINGHAM,2025-03-30,53,115,5247.0
P009,LOC_EDINBURGH,2025-01-05,24,108,2376.0
P009,LOC_EDINBURGH,2025-01-12,37,238,3663.0
P009,LOC_EDINBURGH,2025-01-19,42,199,4158.0
P009,LOC_EDINBURGH,2025-01-26,43,246,4257.0
P009,LOC_EDINBURGH,2025-02-02,25,131,2475.0
P009,LOC_EDINBURGH,2025-02-09,18,68,1782.0
P009,LOC_EDINBURGH,2025-02-16,17,17,1683.0
P009,LOC_EDINBURGH,2025-02-23,14,56,1386.0
P009,LOC_EDINBURGH,2025-03-02,37,193,3663.0
P009,LOC_EDINBURGH,2025-03-09,30,152,2970.0
P009,LOC_EDINBURGH,2025-03-16,27,136,2673.0
P009,LOC_EDINBURGH,2025-03-23,29,29,2871.0
P009,LOC_EDINBURGH,2025-03-30,12,54,1188.0
P009,LOC_BRISTOL,2025-01-05,24,79,2376.0
P009,LOC_BRISTOL,2025-01-12,27,133,2673.0
P009,LOC_BRISTOL,2025-01-19,51,226,5049.0
P009,LOC_BRISTOL,2025-01-26,36,51,3564.0
P009,LOC_BRISTOL,2025-02-02,25,25,2475.0
P009,LOC_BRISTOL,2025-02-09,32,206,3168.0
P009,LOC_BRISTOL,2025-02-16,16,92,1584.0
P009,LOC_BRISTOL,2025-02-23,31,93,3069.0
P009,LOC_BRISTOL,2025-03-02,13,13,1287.0
P009,LOC_BRISTOL,2025-03-09,50,166,4950.0
P009,LOC_BRISTOL,2025-03-16,29,211,2871.0
P009,LOC_BRISTOL,2025-03-23,51,347,5049.0
P009,LOC_BRISTOL,2025-03-30,27,64,2673.0
P010,LOC_MANCHESTER,2025-01-05,11,26,495.0
P010,LOC_MANCHESTER,2025-01-12,4,8,180.0
P010,LOC_MANCHESTER,2025-01-19,15,56,675.0
P010,LOC_MANCHESTER,2025-01-26,21,51,945.0
P010,LOC_MANCHESTER,2025-02-02,11,92,495.0
P010,LOC_MANCHESTER,2025-02-09,6,32,270.0
P010,LOC_MANCHESTER,2025-02-16,15,50,675.0
P010,LOC_MANCHESTER,2025-02-23,15,49,675.0
P010,LOC_MANCHESTER,2025-03-02,19,57,855.0
P010,LOC_MANCHESTER,2025-03-09,4,5,180.0
P010,LOC_MANCHESTER,2025-03-16,17,35,765.0
P010,LOC_MANCHESTER,2025-03-23,11,35,495.0
P010,LOC_MANCHESTER,2025-03-30,16,64,720.0
P010,LOC_LONDON_OXFORD,2025-01-05,17,77,765.0
P010,LOC_LONDON_OXFORD,2025-01-12,15,60,675.0
P010,LOC_LONDON_OXFORD,2025-01-19,16,83,720.0
P010,LOC_LONDON_OXFORD,2025-01-26,10,25,450.0
P010,LOC_LONDON_OXFORD,2025-02-02,17,65,765.0
P010,LOC_LONDON_OXFORD,2025-02-09,14,75,630.0
P010,LOC_LONDON_OXFORD,2025-02-16,11,59,495.0
P010,LOC_LONDON_OXFORD,2025-02-23,11,29,495.0
P010,LOC_LONDON_OXFORD,2025-03-02,22,83,990.0
P010,LOC_LONDON_OXFORD,2025-03-09,17,101,765.0
P010,LOC_LONDON_OXFORD,2025-03-16,7,40,315.0
P010,LOC_LONDON_OXFORD,2025-03-23,9,50,405.0
P010,LOC_LONDON_OXFORD,2025-03-30,19,103,855.0
P010,LOC_BIRMINGHAM,2025-01-05,16,108,720.0
P010,LOC_BIRMINGHAM,2025-01-12,29,121,1305.0
P010,LOC_BIRMINGHAM,2025-01-19,22,138,990.0
P010,LOC_BIRMINGHAM,2025-01-26,12,43,540.0
P010,LOC_BIRMINGHAM,2025-02-02,27,31,1215.0
P010,LOC_BIRMINGHAM,2025-02-09,14,54,630.0
P010,LOC_BIRMINGHAM,2025-02-16,25,78,1125.0
P010,LOC_BIRMINGHAM,2025-02-23,23,100,1035.0
P010,LOC_BIRMINGHAM,2025-03-02,28,158,1260.0
P010,LOC_BIRMINGHAM,2025-03-09,17,84,765.0
P010,LOC_BIRMINGHAM,2025-03-16,34,157,1530.0
P010,LOC_BIRMINGHAM,2025-03-23,30,117,1350.0
P010,LOC_BIRMINGHAM,2025-03-30,10,74,450.0
P010,LOC_EDINBURGH,2025-01-05,13,15,585.0
P010,LOC_EDINBURGH,2025-01-12,20,20,900.0
P010,LOC_EDINBURGH,2025-01-19,19,19,855.0
P010,LOC_EDINBURGH,2025-01-26,16,102,720.0
P010,LOC_EDINBURGH,2025-02-02,23,140,1035.0
P010,LOC_EDINBURGH,2025-02-09,15,36,675.0
P010,LOC_EDINBURGH,2025-02-16,17,18,765.0
P010,LOC_EDINBURGH,2025-02-23,21,105,945.0
P010,LOC_EDINBURGH,2025-03-02,17,65,765.0
P010,LOC_EDINBURGH,2025-03-09,13,31,585.0
P010,LOC_EDINBURGH,2025-03-16,16,38,720.0
P010,LOC_EDINBURGH,2025-03-23,20,90,900.0
P010,LOC_EDINBURGH,2025-03-30,28,115,1260.0
P010,LOC_BRISTOL,2025-01-05,25,124,1125.0
P010,LOC_BRISTOL,2025-01-12,39,184,1755.0
P010,LOC_BRISTOL,2025-01-19,14,37,630.0
P010,LOC_BRISTOL,2025-01-26,28,28,1260.0
P010,LOC_BRISTOL,2025-02-02,9,57,405.0
P010,LOC_BRISTOL,2025-02-09,17,100,765.0
P010,LOC_BRISTOL,2025-02-16,14,51,630.0
P010,LOC_BRISTOL,2025-02-23,7,7,315.0
P010,LOC_BRISTOL,2025-03-02,17,57,765.0
P010,LOC_BRISTOL,2025-03-09,15,59,675.0
P010,LOC_BRISTOL,2025-03-16,14,94,630.0
P010,LOC_BRISTOL,2025-03-23,13,85,585.0
P010,LOC_BRISTOL,2025-03-30,10,37,450.0
P011,LOC_MANCHESTER,2025-01-05,103,284,11330.0
P011,LOC_MANCHESTER,2025-01-12,46,113,5060.0
P011,LOC_MANCHESTER,2025-01-19,53,304,5830.0
P011,LOC_MANCHESTER,2025-01-26,98,571,10780.0
P011,LOC_MANCHESTER,2025-02-02,30,151,3300.0
P011,LOC_MANCHESTER,2025-02-09,82,317,9020.0
P011,LOC_MANCHESTER,2025-02-16,60,373,6600.0
P011,LOC_MANCHESTER,2025-02-23,119,383,13090.0
P011,LOC_MANCHESTER,2025-03-02,111,265,12210.0
P011,LOC_MANCHESTER,2025-03-09,47,281,5170.0
P011,LOC_MANCHESTER,2025-03-16,43,133,4730.0
P011,LOC_MANCHESTER,2025-03-23,23,85,2530.0
P011,LOC_MANCHESTER,2025-03-30,59,172,6490.0
P011,LOC_LONDON_OXFORD,2025-01-05,27,90,2970.0
P011,LOC_LONDON_OXFORD,2025-01-12,36,128,3960.0
P011,LOC_LONDON_OXFORD,2025-01-19,26,132,2860.0
P011,LOC_LONDON_OXFORD,2025-01-26,46,218,5060.0
P011,LOC_LONDON_OXFORD,2025-02-02,47,301,5170.0
P011,LOC_LONDON_OXFORD,2025-02-09,37,174,4070.0
P011,LOC_LONDON_OXFORD,2025-02-16,40,221,4400.0
P011,LOC_LONDON_OXFORD,2025-02-23,50,210,5500.0
P011,LOC_LONDON_OXFORD,2025-03-02,59,352,6490.0
P011,LOC_LONDON_OXFORD,2025-03-09,52,125,5720.0
P011,LOC_LONDON_OXFORD,2025-03-16,79,484,8690.0
P011,LOC_LONDON_OXFORD,2025-03-23,85,358,9350.0
P011,LOC_LONDON_OXFORD,2025-03-30,57,303,6270.0
P011,LOC_BIRMINGHAM,2025-01-05,95,551,10450.0
P011,LOC_BIRMINGHAM,2025-01-12,87,401,9570.0
P011,LOC_BIRMINGHAM,2025-01-19,155,593,17050.0
P011,LOC_BIRMINGHAM,2025-01-26,158,614,17380.0
P011,LOC_BIRMINGHAM,2025-02-02,79,324,8690.0
P011,LOC_BIRMINGHAM,2025-02-09,76,424,8360.0
P011,LOC_BIRMINGHAM,2025-02-16,61,364,6710.0
P011,LOC_BIRMINGHAM,2025-02-23,72,223,7920.0
P011,LOC_BIRMINGHAM,2025-03-02,77,288,8470.0
P011,LOC_BIRMINGHAM,2025-03-09,88,195,9680.0
P011,LOC_BIRMINGHAM,2025-03-16,206,680,22660.0
P011,LOC_BIRMINGHAM,2025-03-23,98,251,10780.0
P011,LOC_BIRMINGHAM,2025-03-30,198,1208,21780.0
P011,LOC_EDINBURGH,2025-01-05,49,133,5390.0
P011,LOC_EDINBURGH,2025-01-12,71,409,7810.0
P011,LOC_EDINBURGH,2025-01-19,45,168,4950.0
P011,LOC_EDINBURGH,2025-01-26,76,349,8360.0
P011,LOC_EDINBURGH,2025-02-02,23,96,2530.0
P011,LOC_EDINBURGH,2025-02-09,58,288,6380.0
P011,LOC_EDINBURGH,2025-02-16,71,378,7810.0
P011,LOC_EDINBURGH,2025-02-23,65,206,7150.0
P011,LOC_EDINBURGH,2025-03-02,63,185,6930.0
P011,LOC_EDINBURGH,2025-03-09,135,708,14850.0
P011,LOC_EDINBURGH,2025-03-16,91,443,10010.0
P011,LOC_EDINBURGH,2025-03-23,83,277,9130.0
P011,LOC_EDINBURGH,2025-03-30,75,246,8250.0
P011,LOC_BRISTOL,2025-01-05,59,372,6490.0
P011,LOC_BRISTOL,2025-01-12,68,382,7480.0
P011,LOC_BRISTOL,2025-01-19,49,196,5390.0
P011,LOC_BRISTOL,2025-01-26,64,211,7040.0
P011,LOC_BRISTOL,2025-02-02,68,190,7480.0
P011,LOC_BRISTOL,2025-02-09,126,633,13860.0
P011,LOC_BRISTOL,2025-02-16,72,351,7920.0
P011,LOC_BRISTOL,2025-02-23,48,263,5280.0
P011,LOC_BRISTOL,2025-03-02,58,155,6380.0
P011,LOC_BRISTOL,2025-03-09,65,69,7150.0
P011,LOC_BRISTOL,2025-03-16,28,84,3080.0
P011,LOC_BRISTOL,2025-03-23,59,187,6490.0
P011,LOC_BRISTOL,2025-03-30,36,62,3960.0
P012,LOC_MANCHESTER,2025-01-05,136,717,7480.0
P012,LOC_MANCHESTER,2025-01-12,85,427,4675.0
P012,LOC_MANCHESTER,2025-01-19,66,252,3630.0
P012,LOC_MANCHESTER,2025-01-26,240,357,13200.0
P012,LOC_MANCHESTER,2025-02-02,125,685,6875.0
P012,LOC_MANCHESTER,2025-02-09,57,271,3135.0
P012,LOC_MANCHESTER,2025-02-16,110,478,6050.0
P012,LOC_MANCHESTER,2025-02-23,167,625,9185.0
P012,LOC_MANCHESTER,2025-03-02,184,939,10120.0
P012,LOC_MANCHESTER,2025-03-09,86,269,4730.0
P012,LOC_MANCHESTER,2025-03-16,135,739,7425.0
P012,LOC_MANCHESTER,2025-03-23,97,589,5335.0
P012,LOC_MANCHESTER,2025-03-30,46,295,2530.0
P012,LOC_LONDON_OXFORD,2025-01-05,59,205,3245.0
P012,LOC_LONDON_OXFORD,2025-01-12,40,199,2200.0
P012,LOC_LONDON_OXFORD,2025-01-19,219,517,12045.0
P012,LOC_LONDON_OXFORD,2025-01-26,140,884,7700.0
P012,LOC_LONDON_OXFORD,2025-02-02,180,218,9900.0
P012,LOC_LONDON_OXFORD,2025-02-09,68,74,3740.0
P012,LOC_LONDON_OXFORD,2025-02-16,25,47,1375.0
P012,LOC_LONDON_OXFORD,2025-02-23,118,542,6490.0
P012,LOC_LONDON_OXFORD,2025-03-02,128,657,7040.0
P012,LOC_LONDON_OXFORD,2025-03-09,166,740,9130.0
P012,LOC_LONDON_OXFORD,2025-03-16,150,509,8250.0
P012,LOC_LONDON_OXFORD,2025-03-23,92,427,5060.0
P012,LOC_LONDON_OXFORD,2025-03-30,48,142,2640.0
P012,LOC_BIRMINGHAM,2025-01-05,130,535,7150.0
P012,LOC_BIRMINGHAM,2025-01-12,218,687,11990.0
P012,LOC_BIRMINGHAM,2025-01-19,235,749,12925.0
P012,LOC_BIRMINGHAM,2025-01-26,202,1156,11110.0
P012,LOC_BIRMINGHAM,2025-02-02,122,588,6710.0
P012,LOC_BIRMINGHAM,2025-02-09,311,1243,17105.0
P012,LOC_BIRMINGHAM,2025-02-16,211,1463,11605.0
P012,LOC_BIRMINGHAM,2025-02-23,281,692,15455.0
P012,LOC_BIRMINGHAM,2025-03-02,80,347,4400.0
P012,LOC_BIRMINGHAM,2025-03-09,162,482,8910.0
P012,LOC_BIRMINGHAM,2025-03-16,169,746,9295.0
P012,LOC_BIRMINGHAM,2025-03-23,156,447,8580.0
P012,LOC_BIRMINGHAM,2025-03-30,334,1867,18370.0
P012,LOC_EDINBURGH,2025-01-05,47,59,2585.0
P012,LOC_EDINBURGH,2025-01-12,72,205,3960.0
P012,LOC_EDINBURGH,2025-01-19,110,444,6050.0
P012,LOC_EDINBURGH,2025-01-26,105,456,5775.0
P012,LOC_EDINBURGH,2025-02-02,181,922,9955.0
P012,LOC_EDINBURGH,2025-02-09,140,720,7700.0
P012,LOC_EDINBURGH,2025-02-16,92,92,5060.0
P012,LOC_EDINBURGH,2025-02-23,99,475,5445.0
P012,LOC_EDINBURGH,2025-03-02,92,641,5060.0
P012,LOC_EDINBURGH,2025-03-09,150,669,8250.0
P012,LOC_EDINBURGH,2025-03-16,77,120,4235.0
P012,LOC_EDINBURGH,2025-03-23,168,1187,9240.0
P012,LOC_EDINBURGH,2025-03-30,87,340,4785.0
P012,LOC_BRISTOL,2025-01-05,115,480,6325.0
P012,LOC_BRISTOL,2025-01-12,116,441,6380.0
P012,LOC_BRISTOL,2025-01-19,343,1325,18865.0
P012,LOC_BRISTOL,2025-01-26,87,382,4785.0
P012,LOC_BRISTOL,2025-02-02,151,652,8305.0
P012,LOC_BRISTOL,2025-02-09,115,701,6325.0
P012,LOC_BRISTOL,2025-02-16,203,793,11165.0
P012,LOC_BRISTOL,2025-02-23,117,331,6435.0
P012,LOC_BRISTOL,2025-03-02,165,864,9075.0
P012,LOC_BRISTOL,2025-03-09,104,524,5720.0
P012,LOC_BRISTOL,2025-03-16,115,413,6325.0
P012,LOC_BRISTOL,2025-03-23,64,359,3520.0
P012,LOC_BRISTOL,2025-03-30,139,1052,7645.0
P013,LOC_MANCHESTER,2025-01-05,1,4,75.0
P013,LOC_MANCHESTER,2025-01-12,0,0,0.0
P013,LOC_MANCHESTER,2025-01-19,1,1,75.0
P013,LOC_MANCHESTER,2025-01-26,3,14,225.0
P013,LOC_MANCHESTER,2025-02-02,0,0,0.0
P013,LOC_MANCHESTER,2025-02-09,1,1,75.0
P013,LOC_MANCHESTER,2025-02-16,1,6,75.0
P013,LOC_MANCHESTER,2025-02-23,1,7,75.0
P013,LOC_MANCHESTER,2025-03-02,2,7,150.0
P013,LOC_MANCHESTER,2025-03-09,1,8,75.0
P013,LOC_MANCHESTER,2025-03-16,1,2,75.0
P013,LOC_MANCHESTER,2025-03-23,1,5,75.0
P013,LOC_MANCHESTER,2025-03-30,1,8,75.0
P013,LOC_LONDON_OXFORD,2025-01-05,0,0,0.0
P013,LOC_LONDON_OXFORD,2025-01-12,0,0,0.0
P013,LOC_LONDON_OXFORD,2025-01-19,1,1,75.0
P013,LOC_LONDON_OXFORD,2025-01-26,1,4,75.0
P013,LOC_LONDON_OXFORD,2025-02-02,2,6,150.0
P013,LOC_LONDON_OXFORD,2025-02-09,1,5,75.0
P013,LOC_LONDON_OXFORD,2025-02-16,1,7,75.0
P013,LOC_LONDON_OXFORD,2025-02-23,0,1,0.0
P013,LOC_LONDON_OXFORD,2025-03-02,1,3,75.0
P013,LOC_LONDON_OXFORD,2025-03-09,1,7,75.0
P013,LOC_LONDON_OXFORD,2025-03-16,0,0,0.0
P013,LOC_LONDON_OXFORD,2025-03-23,0,1,0.0
P013,LOC_LONDON_OXFORD,2025-03-30,1,4,75.0
P013,LOC_BIRMINGHAM,2025-01-05,3,7,225.0
P013,LOC_BIRMINGHAM,2025-01-12,1,10,75.0
P013,LOC_BIRMINGHAM,2025-01-19,3,7,225.0
P013,LOC_BIRMINGHAM,2025-01-26,3,5,225.0
P013,LOC_BIRMINGHAM,2025-02-02,1,7,75.0
P013,LOC_BIRMINGHAM,2025-02-09,1,6,75.0
P013,LOC_BIRMINGHAM,2025-02-16,1,1,75.0
P013,LOC_BIRMINGHAM,2025-02-23,1,9,75.0
P013,LOC_BIRMINGHAM,2025-03-02,3,16,225.0
P013,LOC_BIRMINGHAM,2025-03-09,1,1,75.0
P013,LOC_BIRMINGHAM,2025-03-16,3,13,225.0
P013,LOC_BIRMINGHAM,2025-03-23,2,9,150.0
P013,LOC_BIRMINGHAM,2025-03-30,3,14,225.0
P013,LOC_EDINBURGH,2025-01-05,2,11,150.0
P013,LOC_EDINBURGH,2025-01-12,1,1,75.0
P013,LOC_EDINBURGH,2025-01-19,0,2,0.0
P013,LOC_EDINBURGH,2025-01-26,2,17,150.0
P013,LOC_EDINBURGH,2025-02-02,2,6,150.0
P013,LOC_EDINBURGH,2025-02-09,1,5,75.0
P013,LOC_EDINBURGH,2025-02-16,2,16,150.0
P013,LOC_EDINBURGH,2025-02-23,1,1,75.0
P013,LOC_EDINBURGH,2025-03-02,1,1,75.0
P013,LOC_EDINBURGH,2025-03-09,3,10,225.0
P013,LOC_EDINBURGH,2025-03-16,0,0,0.0
P013,LOC_EDINBURGH,2025-03-23,3,16,225.0
P013,LOC_EDINBURGH,2025-03-30,1,1,75.0
P013,LOC_BRISTOL,2025-01-05,2,2,150.0
P013,LOC_BRISTOL,2025-01-12,2,12,150.0
P013,LOC_BRISTOL,2025-01-19,3,3,225.0
P013,LOC_BRISTOL,2025-01-26,2,11,150.0
P013,LOC_BRISTOL,2025-02-02,0,0,0.0
P013,LOC_BRISTOL,2025-02-09,1,6,75.0
P013,LOC_BRISTOL,2025-02-16,0,0,0.0
P013,LOC_BRISTOL,2025-02-23,1,1,75.0
P013,LOC_BRISTOL,2025-03-02,1,1,75.0
P013,LOC_BRISTOL,2025-03-09,1,1,75.0
P013,LOC_BRISTOL,2025-03-16,3,9,225.0
P013,LOC_BRISTOL,2025-03-23,3,10,225.0
P013,LOC_BRISTOL,2025-03-30,1,2,75.0
P014,LOC_MANCHESTER,2025-01-05,2,13,120.0
P014,LOC_MANCHESTER,2025-01-12,3,11,180.0
P014,LOC_MANCHESTER,2025-01-19,2,13,120.0
P014,LOC_MANCHESTER,2025-01-26,2,14,120.0
P014,LOC_MANCHESTER,2025-02-02,5,33,300.0
P014,LOC_MANCHESTER,2025-02-09,3,3,180.0
P014,LOC_MANCHESTER,2025-02-16,1,1,60.0
P014,LOC_MANCHESTER,2025-02-23,3,3,180.0
P014,LOC_MANCHESTER,2025-03-02,3,5,180.0
P014,LOC_MANCHESTER,2025-03-09,5,25,300.0
P014,LOC_MANCHESTER,2025-03-16,6,34,360.0
P014,LOC_MANCHESTER,2025-03-23,7,17,420.0
P014,LOC_MANCHESTER,2025-03-30,3,15,180.0
P014,LOC_LONDON_OXFORD,2025-01-05,4,5,240.0
P014,LOC_LONDON_OXFORD,2025-01-12,6,36,360.0
P014,LOC_LONDON_OXFORD,2025-01-19,2,12,120.0
P014,LOC_LONDON_OXFORD,2025-01-26,3,7,180.0
P014,LOC_LONDON_OXFORD,2025-02-02,3,9,180.0
P014,LOC_LONDON_OXFORD,2025-02-09,4,18,240.0
P014,LOC_LONDON_OXFORD,2025-02-16,3,14,180.0
P014,LOC_LONDON_OXFORD,2025-02-23,2,6,120.0
P014,LOC_LONDON_OXFORD,2025-03-02,7,23,420.0
P014,LOC_LONDON_OXFORD,2025-03-09,3,3,180.0
P014,LOC_LONDON_OXFORD,2025-03-16,3,3,180.0
P014,LOC_LONDON_OXFORD,2025-03-23,3,23,180.0
P014,LOC_LONDON_OXFORD,2025-03-30,4,26,240.0
P014,LOC_BIRMINGHAM,2025-01-05,7,11,420.0
P014,LOC_BIRMINGHAM,2025-01-12,5,10,300.0
P014,LOC_BIRMINGHAM,2025-01-19,8,25,480.0
P014,LOC_BIRMINGHAM,2025-01-26,8,40,480.0
P014,LOC_BIRMINGHAM,2025-02-02,4,12,240.0
P014,LOC_BIRMINGHAM,2025-02-09,4,32,240.0
P014,LOC_BIRMINGHAM,2025-02-16,13,118,780.0
P014,LOC_BIRMINGHAM,2025-02-23,11,57,660.0
P014,LOC_BIRMINGHAM,2025-03-02,7,21,420.0
P014,LOC_BIRMINGHAM,2025-03-09,6,25,360.0
P014,LOC_BIRMINGHAM,2025-03-16,10,37,600.0
